ID,site,ALS,P1,P2,P3,T1,T2,T3,GR1,GR2,GR3,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,CO2_1,CO2_2,CO2_3,pop1,pop2,pop3,GDP1,GDP2,GDP3,area1,area2,area3,light,income
460,2,46.60956043,752.3750153,667.8250122,604.3750305,17.47429943,17.16743469,16.4658289,0.298808837,0.29872451,0.100584968,12.30845,11.36086,11.084514,10.452122,9.636048897,10.16752571,10.11738237,11.27919839,11.1812948,11.13597023,20.09654811,20.12617503,20.02194086,2.486203441,2.475252807,2.459555243,65.60443539,4
461,2,78.52713411,503.5000076,522.3250046,447.5500107,9.532814026,9.304436684,8.937804937,0.47816251,0.453568581,0.394753475,24.8645,26.29236,25.35462,25.8304,10.34124786,10.39871057,10.24812016,10.92823562,10.82051052,10.74325008,20.74259632,20.00133175,19.37273706,2.25927961,2.181219129,2.10950943,18.90089196,4
462,2,279.7642226,617.9500122,690.5,572.8000183,9.320063353,8.953009605,8.470624208,0.489797753,0.471311319,0.367381551,24.59685,25.63564,25.9526,26.89794,12.03893297,12.15171968,12.17300693,11.94015941,12.05255293,12.10675362,21.10311716,20.66948159,20.30049163,3.327679457,3.264486822,3.191074012,37.03440705,4
463,2,110.3387164,548.8500137,518.9250031,502.3500137,12.60204411,11.94594288,11.14636374,0.44918926,0.420541931,0.339732682,21.0708,20.31144,20.20174,23.25194,8.92203689,9.427013327,9.995027872,11.12474019,11.33961546,11.41587556,20.20716424,19.89846571,20.21161449,2.808747801,2.749747484,2.666053411,28.02186751,3
464,2,8.231287178,949.1750183,862.3250275,770.8250122,16.61640215,16.24791431,15.52026176,0.343259212,0.359188219,0.274416472,20.2589,19.51094,18.5581,18.25472,9.603271953,8.841319284,10.17052286,11.76059678,11.51963787,11.23547571,20.23375803,19.37784473,19.34218302,2.977766368,2.94999019,2.393539821,23.40828602,3
465,2,257.0962588,692.7750092,747.0500183,702.75,8.81114912,8.275377274,7.60346067,0.488257348,0.466553485,0.346366247,25.2815,25.16414,25.9887,29.22,9.180884167,9.569274979,10.34231921,11.10337437,11.13151035,11.12940639,20.05980968,19.53594624,19.49376023,2.422208086,2.387301778,2.365130655,15.90158145,4
466,2,77.71130784,611.6000061,593.2000122,551.4500122,13.62923479,12.95742631,12.13695049,0.492076021,0.450308892,0.273684469,18.9985,19.09054,18.37196,20.43264,8.612809014,9.186052998,9.76953541,10.98170749,11.19761509,11.27683619,19.80046307,19.50374885,19.7441245,2.769232839,2.741792383,2.693605338,18.48893271,3
467,2,235.9769251,692.7750092,747.0500183,702.75,8.81114912,8.275377274,7.60346067,0.469530094,0.442859021,0.288436076,24.82365,24.3319,25.2504,29.21776,15.17595363,15.13498959,15.35420602,12.30272968,12.28860361,12.26155144,21.61350233,21.12388518,20.99200599,3.464116147,3.443236592,3.425636828,21.37322876,4
468,2,9.716397278,646.5250092,651.2000275,671.9000092,7.618833542,7.61030674,7.511898041,0.44509166,0.430384195,0.37272264,11.0332,12.23242,12.335884,12.82762,12.69051483,12.6742705,13.48820191,13.22973059,13.44642126,13.57537444,23.30418161,22.75538886,22.61147993,4.319625212,4.281885076,4.255387374,25.19837966,4
469,2,122.7836647,715.7750092,693.400032,634.1999969,13.94918895,13.31167746,12.4834621,0.454578876,0.430789429,0.367702885,20.2826,20.27576,19.3249,20.88926,12.83797948,13.23416405,13.74486878,13.917047,13.92634097,13.8825262,23.17371155,22.7100431,23.07585811,4.783761906,4.680816553,4.522322161,41.82846138,3
